iso2,year,new_sp,gender,age_lb,age_ub,cases
AI,1989,NA,m,0,4,NA
AI,1990,NA,m,0,4,NA
AI,1991,NA,m,0,4,NA
AI,1992,NA,m,0,4,NA
AI,1995,0,m,0,4,NA
AI,1997,0,m,0,4,NA
AI,2001,0,m,0,4,NA
AI,2002,0,m,0,4,NA
AI,2003,NA,m,0,4,NA
AI,2004,0,m,0,4,NA
AI,2006,0,m,0,4,NA
AI,2007,0,m,0,4,NA
AI,2008,NA,m,0,4,NA
AL,1980,NA,m,0,4,NA
AL,1981,NA,m,0,4,NA
AL,1982,NA,m,0,4,NA
AL,1983,NA,m,0,4,NA
AL,1984,NA,m,0,4,NA
AL,1985,NA,m,0,4,NA
AL,1986,NA,m,0,4,NA
AL,1987,NA,m,0,4,NA
AL,1988,NA,m,0,4,NA
AL,1989,NA,m,0,4,NA
AL,1990,NA,m,0,4,NA
AL,1991,NA,m,0,4,NA
AL,1994,250,m,0,4,NA
AL,1995,139,m,0,4,NA
AL,1996,173,m,0,4,NA
AL,1997,241,m,0,4,NA
AL,1998,212,m,0,4,NA
AL,1999,168,m,0,4,NA
AL,2000,171,m,0,4,NA
AL,2001,171,m,0,4,NA
AL,2002,225,m,0,4,NA
AL,2003,211,m,0,4,NA
AL,2004,201,m,0,4,NA
AL,2005,196,m,0,4,0
AL,2006,186,m,0,4,1
AL,2007,165,m,0,4,0
AL,2008,170,m,0,4,1
AM,1980,NA,m,0,4,NA
AM,1981,NA,m,0,4,NA
AM,1982,NA,m,0,4,NA
AM,1983,NA,m,0,4,NA
AM,1984,NA,m,0,4,NA
AM,1985,NA,m,0,4,NA
AM,1986,NA,m,0,4,NA
AM,1987,NA,m,0,4,NA
AM,1988,NA,m,0,4,NA
AM,1989,NA,m,0,4,NA
AM,1990,NA,m,0,4,NA
AM,1991,NA,m,0,4,NA
AM,1992,NA,m,0,4,NA
AM,1993,NA,m,0,4,NA
AM,1994,319,m,0,4,NA
AM,1995,436,m,0,4,NA
AM,1996,327,m,0,4,NA
AM,1997,400,m,0,4,NA
AM,1998,475,m,0,4,NA
AM,1999,576,m,0,4,NA
AM,2000,621,m,0,4,NA
AM,2001,572,m,0,4,NA
AM,2002,511,m,0,4,NA
AM,2003,575,m,0,4,NA
AM,2004,602,m,0,4,NA
AM,2005,581,m,0,4,1
AM,2006,580,m,0,4,0
AM,2007,497,m,0,4,0
AM,2008,487,m,0,4,0
AN,1996,3,m,0,4,NA
AN,1997,5,m,0,4,NA
AN,1998,6,m,0,4,NA
AN,1999,2,m,0,4,NA
AN,2000,2,m,0,4,NA
AN,2001,7,m,0,4,NA
AN,2002,9,m,0,4,NA
AN,2003,4,m,0,4,NA
AN,2004,8,m,0,4,NA
AN,2005,NA,m,0,4,NA
AN,2006,5,m,0,4,0
AN,2007,NA,m,0,4,NA
AN,2008,NA,m,0,4,NA
AO,1980,NA,m,0,4,NA
AO,1981,NA,m,0,4,NA
AO,1982,NA,m,0,4,NA
AO,1983,NA,m,0,4,NA
AO,1984,NA,m,0,4,NA
AO,1985,NA,m,0,4,NA
AO,1986,NA,m,0,4,NA
AO,1987,NA,m,0,4,NA
AO,1988,NA,m,0,4,NA
AO,1989,NA,m,0,4,NA
AO,1990,NA,m,0,4,NA
AO,1991,NA,m,0,4,NA
AO,1992,NA,m,0,4,NA
AO,1993,4874,m,0,4,NA
AO,1994,4337,m,0,4,NA
AO,1995,3804,m,0,4,NA
AO,1996,8016,m,0,4,NA
AO,1997,8246,m,0,4,NA
AO,1998,7333,m,0,4,NA
AO,1999,7379,m,0,4,NA
AO,2000,9053,m,0,4,NA
AO,2001,11923,m,0,4,NA
AO,2002,18087,m,0,4,NA
AO,2003,18971,m,0,4,NA
AO,2004,20301,m,0,4,NA
AO,2005,20410,m,0,4,NA
AO,2006,21499,m,0,4,NA
AO,2007,21422,m,0,4,NA
AO,2008,22562,m,0,4,NA
AR,1980,NA,m,0,4,NA
AR,1981,NA,m,0,4,NA
AR,1982,NA,m,0,4,NA
AR,1983,NA,m,0,4,NA
AR,1984,NA,m,0,4,NA
AR,1985,NA,m,0,4,NA
AR,1986,NA,m,0,4,NA
AR,1987,NA,m,0,4,NA
AR,1988,NA,m,0,4,NA
AR,1989,NA,m,0,4,NA
AR,1990,NA,m,0,4,NA
AR,1991,NA,m,0,4,NA
AR,1992,NA,m,0,4,NA
AR,1993,5937,m,0,4,NA
AR,1994,5696,m,0,4,NA
AR,1995,5698,m,0,4,NA
AR,1996,5787,m,0,4,NA
AR,1997,5307,m,0,4,NA
AR,1998,5186,m,0,4,NA
AR,1999,4830,m,0,4,NA
AR,2000,4749,m,0,4,NA
AR,2001,5595,m,0,4,NA
AR,2002,5498,m,0,4,NA
AR,2003,4961,m,0,4,NA
AR,2004,4760,m,0,4,NA
AR,2005,4709,m,0,4,NA
AR,2006,4834,m,0,4,19
AR,2007,4985,m,0,4,14
AR,2008,4758,m,0,4,11
AS,1980,NA,m,0,4,NA
AS,1981,NA,m,0,4,NA
AS,1982,NA,m,0,4,NA
AS,1983,NA,m,0,4,NA
AS,1984,NA,m,0,4,NA
AS,1985,NA,m,0,4,NA
AS,1986,NA,m,0,4,NA
AS,1987,NA,m,0,4,NA
AS,1988,NA,m,0,4,NA
AS,1989,NA,m,0,4,NA
AS,1990,NA,m,0,4,NA
AS,1991,NA,m,0,4,NA
AS,1992,NA,m,0,4,NA
AS,1993,1,m,0,4,NA
AS,1994,4,m,0,4,NA
AS,1995,NA,m,0,4,NA
AS,1996,0,m,0,4,NA
AS,1997,6,m,0,4,NA
AS,1998,2,m,0,4,NA
AS,1999,3,m,0,4,NA
AS,2000,2,m,0,4,NA
AS,2001,2,m,0,4,NA
AS,2002,1,m,0,4,NA
AS,2003,2,m,0,4,NA
AS,2004,2,m,0,4,NA
AS,2005,3,m,0,4,NA
AS,2006,3,m,0,4,NA
AS,2007,0,m,0,4,NA
AS,2008,0,m,0,4,NA
AT,1980,NA,m,0,4,NA
AT,1981,NA,m,0,4,NA
AT,1982,NA,m,0,4,NA
AT,1983,NA,m,0,4,NA
AT,1984,NA,m,0,4,NA
AT,1985,NA,m,0,4,NA
AT,1986,NA,m,0,4,NA
AT,1987,NA,m,0,4,NA
AT,1988,NA,m,0,4,NA
AT,1989,NA,m,0,4,NA
AT,1990,NA,m,0,4,NA
AT,1991,NA,m,0,4,NA
AT,1992,NA,m,0,4,NA
AT,1993,NA,m,0,4,NA
AT,1994,NA,m,0,4,NA
AT,1995,467,m,0,4,NA
AT,1996,442,m,0,4,NA
AT,1997,434,m,0,4,NA
AT,1998,381,m,0,4,NA
AT,1999,323,m,0,4,NA
AT,2000,324,m,0,4,NA
AT,2001,262,m,0,4,NA
AT,2002,220,m,0,4,NA
AT,2003,269,m,0,4,NA
AT,2004,216,m,0,4,NA
AT,2005,234,m,0,4,1
AT,2006,213,m,0,4,0
AT,2007,189,m,0,4,NA
AT,2008,NA,m,0,4,NA
AU,1980,NA,m,0,4,NA
AU,1981,NA,m,0,4,NA
AU,1982,NA,m,0,4,NA
AU,1983,NA,m,0,4,NA
AU,1984,NA,m,0,4,NA
AU,1985,NA,m,0,4,NA
AU,1986,NA,m,0,4,NA
AU,1987,NA,m,0,4,NA
AU,1988,NA,m,0,4,NA
AU,1989,NA,m,0,4,NA
AU,1990,NA,m,0,4,NA
AU,1991,NA,m,0,4,NA
AU,1992,NA,m,0,4,NA
AU,1993,557,m,0,4,NA
AU,1994,NA,m,0,4,NA
AU,1995,NA,m,0,4,NA
AU,1996,NA,m,0,4,NA
AU,1997,226,m,0,4,NA
AU,1998,203,m,0,4,NA
AU,1999,285,m,0,4,NA
AU,2000,251,m,0,4,NA
AU,2001,228,m,0,4,NA
AU,2002,210,m,0,4,NA
AU,2003,113,m,0,4,NA
AU,2004,285,m,0,4,NA
AU,2005,241,m,0,4,NA
AU,2006,269,m,0,4,1
AU,2007,281,m,0,4,0
AU,2008,299,m,0,4,NA
AZ,1980,NA,m,0,4,NA
AZ,1981,NA,m,0,4,NA
AZ,1982,NA,m,0,4,NA
AZ,1983,NA,m,0,4,NA
AZ,1984,NA,m,0,4,NA
AZ,1985,NA,m,0,4,NA
AZ,1986,NA,m,0,4,NA
AZ,1987,NA,m,0,4,NA
AZ,1988,NA,m,0,4,NA
AZ,1989,NA,m,0,4,NA
AZ,1990,NA,m,0,4,NA
AZ,1991,NA,m,0,4,NA
AZ,1992,NA,m,0,4,NA
AZ,1993,499,m,0,4,NA
AZ,1994,513,m,0,4,NA
AZ,1995,669,m,0,4,NA
AZ,1996,990,m,0,4,NA
AZ,1997,981,m,0,4,NA
AZ,1998,727,m,0,4,NA
AZ,1999,763,m,0,4,NA
AZ,2000,890,m,0,4,NA
AZ,2001,927,m,0,4,NA
AZ,2002,1661,m,0,4,NA
AZ,2003,1161,m,0,4,NA
AZ,2004,1472,m,0,4,NA
AZ,2005,1561,m,0,4,2
AZ,2006,1454,m,0,4,1
AZ,2007,1356,m,0,4,NA
AZ,2008,1409,m,0,4,NA
BA,1980,NA,m,0,4,NA
BA,1981,NA,m,0,4,NA
BA,1982,NA,m,0,4,NA
BA,1983,NA,m,0,4,NA
BA,1984,NA,m,0,4,NA
BA,1985,NA,m,0,4,NA
BA,1986,NA,m,0,4,NA
BA,1987,NA,m,0,4,NA
BA,1988,NA,m,0,4,NA
BA,1989,NA,m,0,4,NA
BA,1990,NA,m,0,4,NA
BA,1991,NA,m,0,4,NA
BA,1992,NA,m,0,4,NA
BA,1993,NA,m,0,4,NA
BA,1994,NA,m,0,4,NA
BA,1995,865,m,0,4,NA
BA,1996,927,m,0,4,NA
BA,1997,803,m,0,4,NA
BA,1998,640,m,0,4,NA
BA,1999,786,m,0,4,NA
BA,2000,759,m,0,4,NA
BA,2001,800,m,0,4,NA
BA,2002,526,m,0,4,NA
BA,2003,493,m,0,4,NA
BA,2004,889,m,0,4,NA
BA,2005,640,m,0,4,0
BA,2006,562,m,0,4,0
BA,2007,737,m,0,4,0
BA,2008,509,m,0,4,0
BB,1980,NA,m,0,4,NA
BB,1981,NA,m,0,4,NA
BB,1982,NA,m,0,4,NA
BB,1983,NA,m,0,4,NA
BB,1984,NA,m,0,4,NA
BB,1985,NA,m,0,4,NA
BB,1986,NA,m,0,4,NA
BB,1987,NA,m,0,4,NA
BB,1988,NA,m,0,4,NA
BB,1989,NA,m,0,4,NA
BB,1990,NA,m,0,4,NA
BB,1991,NA,m,0,4,NA
BB,1992,NA,m,0,4,NA
BB,1995,3,m,0,4,NA
BB,1996,3,m,0,4,NA
BB,1997,5,m,0,4,NA
BB,1998,4,m,0,4,NA
BB,1999,2,m,0,4,NA
BB,2000,3,m,0,4,NA
BB,2001,6,m,0,4,NA
BB,2002,5,m,0,4,NA
BB,2003,NA,m,0,4,NA
BB,2004,19,m,0,4,NA
BB,2005,NA,m,0,4,NA
BB,2006,4,m,0,4,NA
BB,2007,8,m,0,4,0
BB,2008,1,m,0,4,0
BD,1980,NA,m,0,4,NA
BD,1981,NA,m,0,4,NA
BD,1982,NA,m,0,4,NA
BD,1983,NA,m,0,4,NA
BD,1984,NA,m,0,4,NA
BD,1985,NA,m,0,4,NA
BD,1986,NA,m,0,4,NA
BD,1987,NA,m,0,4,NA
BD,1988,NA,m,0,4,NA
BD,1989,NA,m,0,4,NA
BD,1990,NA,m,0,4,NA
BD,1991,NA,m,0,4,NA
BD,1992,NA,m,0,4,NA
BD,1993,18993,m,0,4,NA
BD,1994,1710,m,0,4,NA
BD,1995,20524,m,0,4,NA
BD,1996,29674,m,0,4,NA
BD,1997,33117,m,0,4,NA
BD,1998,37737,m,0,4,NA
BD,1999,37821,m,0,4,NA
BD,2000,38484,m,0,4,NA
BD,2001,40777,m,0,4,NA
BD,2002,46811,m,0,4,NA
BD,2003,53618,m,0,4,NA
BD,2004,62694,m,0,4,NA
BD,2005,84848,m,0,4,NA
BD,2006,101967,m,0,4,NA
BD,2007,104296,m,0,4,NA
BD,2008,106373,m,0,4,NA
BE,1980,NA,m,0,4,NA
BE,1981,NA,m,0,4,NA
BE,1982,NA,m,0,4,NA
BE,1983,NA,m,0,4,NA
BE,1984,NA,m,0,4,NA
BE,1985,NA,m,0,4,NA
BE,1986,NA,m,0,4,NA
BE,1987,NA,m,0,4,NA
BE,1988,NA,m,0,4,NA
BE,1989,NA,m,0,4,NA
BE,1990,NA,m,0,4,NA
BE,1991,NA,m,0,4,NA
BE,1992,NA,m,0,4,NA
BE,1993,484,m,0,4,NA
BE,1994,427,m,0,4,NA
BE,1995,400,m,0,4,NA
BE,1996,364,m,0,4,NA
BE,1997,434,m,0,4,NA
BE,1998,418,m,0,4,NA
BE,1999,403,m,0,4,NA
BE,2000,409,m,0,4,NA
BE,2001,472,m,0,4,NA
BE,2002,419,m,0,4,NA
BE,2003,362,m,0,4,NA
BE,2004,391,m,0,4,NA
BE,2005,380,m,0,4,1
BE,2006,343,m,0,4,3
BE,2007,322,m,0,4,1
BE,2008,311,m,0,4,2
BF,1980,NA,m,0,4,NA
BF,1981,NA,m,0,4,NA
BF,1982,NA,m,0,4,NA
BF,1983,NA,m,0,4,NA
BF,1984,NA,m,0,4,NA
BF,1985,NA,m,0,4,NA
BF,1986,NA,m,0,4,NA
BF,1987,NA,m,0,4,NA
BF,1988,NA,m,0,4,NA
BF,1989,NA,m,0,4,NA
BF,1990,NA,m,0,4,NA
BF,1991,NA,m,0,4,NA
BF,1993,NA,m,0,4,NA
BF,1994,561,m,0,4,NA
BF,1995,1028,m,0,4,NA
BF,1996,1381,m,0,4,NA
BF,1997,1126,m,0,4,NA
BF,1998,1331,m,0,4,NA
BF,1999,1411,m,0,4,NA
BF,2000,1560,m,0,4,NA
BF,2001,1522,m,0,4,NA
BF,2002,1544,m,0,4,NA
BF,2003,1703,m,0,4,NA
BF,2004,1926,m,0,4,NA
BF,2005,2294,m,0,4,NA
BF,2006,2659,m,0,4,NA
BF,2007,2614,m,0,4,2
BF,2008,2756,m,0,4,NA
BG,1980,NA,m,0,4,NA
BG,1981,NA,m,0,4,NA
BG,1982,NA,m,0,4,NA
BG,1983,NA,m,0,4,NA
BG,1984,NA,m,0,4,NA
BG,1985,NA,m,0,4,NA
BG,1986,NA,m,0,4,NA
BG,1987,NA,m,0,4,NA
BG,1988,NA,m,0,4,NA
BG,1989,NA,m,0,4,NA
BG,1990,NA,m,0,4,NA
BG,1991,NA,m,0,4,NA
BG,1992,NA,m,0,4,NA
BG,1993,NA,m,0,4,NA
BG,1994,3096,m,0,4,NA
BG,1995,1087,m,0,4,NA
BG,1996,903,m,0,4,NA
BG,1997,1037,m,0,4,NA
BG,1998,1325,m,0,4,NA
BG,1999,1697,m,0,4,NA
BG,2000,2524,m,0,4,NA
BG,2001,897,m,0,4,NA
BG,2002,1007,m,0,4,NA
BG,2003,1254,m,0,4,NA
BG,2004,1315,m,0,4,NA
BG,2005,1214,m,0,4,0
BG,2006,1307,m,0,4,NA
BG,2007,1080,m,0,4,2
BG,2008,1020,m,0,4,1
BH,1980,NA,m,0,4,NA
BH,1981,NA,m,0,4,NA
BH,1982,NA,m,0,4,NA
BH,1983,NA,m,0,4,NA
BH,1984,NA,m,0,4,NA
BH,1985,NA,m,0,4,NA
BH,1986,NA,m,0,4,NA
BH,1987,NA,m,0,4,NA
BH,1988,NA,m,0,4,NA
BH,1989,NA,m,0,4,NA
BH,1990,NA,m,0,4,NA
BH,1991,NA,m,0,4,NA
BH,1992,NA,m,0,4,NA
BH,1993,82,m,0,4,NA
BH,1995,17,m,0,4,NA
BH,1996,31,m,0,4,NA
BH,1997,22,m,0,4,NA
BH,1998,25,m,0,4,NA
BH,1999,21,m,0,4,NA
BH,2000,23,m,0,4,NA
BH,2001,23,m,0,4,NA
BH,2002,17,m,0,4,NA
BH,2003,16,m,0,4,NA
BH,2004,69,m,0,4,NA
BH,2005,101,m,0,4,NA
BH,2006,98,m,0,4,NA
BH,2007,109,m,0,4,NA
BH,2008,141,m,0,4,0
BI,1980,NA,m,0,4,NA
BI,1981,NA,m,0,4,NA
BI,1982,NA,m,0,4,NA
BI,1983,NA,m,0,4,NA
BI,1984,NA,m,0,4,NA
BI,1985,NA,m,0,4,NA
BI,1986,NA,m,0,4,NA
BI,1987,NA,m,0,4,NA
BI,1988,NA,m,0,4,NA
BI,1989,NA,m,0,4,NA
BI,1990,NA,m,0,4,NA
BI,1991,NA,m,0,4,NA
BI,1992,NA,m,0,4,NA
BI,1993,1861,m,0,4,NA
BI,1994,1527,m,0,4,NA
BI,1995,1121,m,0,4,NA
BI,1996,1533,m,0,4,NA
BI,1997,2022,m,0,4,NA
BI,1998,2782,m,0,4,NA
BI,1999,2924,m,0,4,NA
BI,2000,NA,m,0,4,NA
BI,2001,3040,m,0,4,NA
BI,2002,2791,m,0,4,NA
BI,2003,3087,m,0,4,NA
BI,2004,3277,m,0,4,NA
BI,2005,3262,m,0,4,NA
BI,2006,3119,m,0,4,NA
BI,2007,3595,m,0,4,0
BI,2008,3610,m,0,4,NA
BJ,1980,NA,m,0,4,NA
BJ,1981,NA,m,0,4,NA
BJ,1982,NA,m,0,4,NA
BJ,1983,NA,m,0,4,NA
BJ,1984,NA,m,0,4,NA
BJ,1985,NA,m,0,4,NA
BJ,1986,NA,m,0,4,NA
BJ,1987,NA,m,0,4,NA
BJ,1988,NA,m,0,4,NA
BJ,1989,NA,m,0,4,NA
BJ,1990,NA,m,0,4,NA
BJ,1991,NA,m,0,4,NA
BJ,1992,NA,m,0,4,NA
BJ,1993,1653,m,0,4,NA
BJ,1994,1618,m,0,4,NA
BJ,1995,1839,m,0,4,NA
BJ,1996,1868,m,0,4,NA
BJ,1997,1939,m,0,4,NA
BJ,1998,1988,m,0,4,NA
BJ,1999,2192,m,0,4,NA
BJ,2000,2286,m,0,4,NA
BJ,2001,NA,m,0,4,NA
BJ,2002,2415,m,0,4,NA
BJ,2003,2438,m,0,4,NA
BJ,2004,2582,m,0,4,NA
BJ,2005,2739,m,0,4,NA
BJ,2006,2943,m,0,4,NA
BJ,2007,NA,m,0,4,NA
BJ,2008,2966,m,0,4,NA
BM,1980,NA,m,0,4,NA
BM,1981,NA,m,0,4,NA
BM,1982,NA,m,0,4,NA
BM,1983,NA,m,0,4,NA
BM,1984,NA,m,0,4,NA
BM,1985,NA,m,0,4,NA
BM,1986,NA,m,0,4,NA
BM,1987,NA,m,0,4,NA
BM,1988,NA,m,0,4,NA
BM,1989,NA,m,0,4,NA
BM,1990,NA,m,0,4,NA
BM,1991,NA,m,0,4,NA
BM,1992,NA,m,0,4,NA
BM,1995,2,m,0,4,NA
BM,1996,0,m,0,4,NA
BM,1997,NA,m,0,4,NA
BM,1998,0,m,0,4,NA
BM,1999,0,m,0,4,NA
BM,2000,0,m,0,4,NA
BM,2001,0,m,0,4,NA
BM,2002,0,m,0,4,NA
BM,2003,NA,m,0,4,NA
BM,2004,0,m,0,4,NA
BM,2005,NA,m,0,4,NA
BM,2006,2,m,0,4,NA
BM,2007,NA,m,0,4,NA
BM,2008,NA,m,0,4,NA
BN,1980,NA,m,0,4,NA
BN,1981,NA,m,0,4,NA
BN,1982,NA,m,0,4,NA
BN,1983,NA,m,0,4,NA
BN,1984,NA,m,0,4,NA
BN,1985,NA,m,0,4,NA
BN,1986,NA,m,0,4,NA
BN,1987,NA,m,0,4,NA
BN,1988,NA,m,0,4,NA
BN,1989,NA,m,0,4,NA
BN,1990,NA,m,0,4,NA
BN,1992,NA,m,0,4,NA
BN,1993,68,m,0,4,NA
BN,1997,0,m,0,4,NA
BN,1998,NA,m,0,4,NA
BN,1999,102,m,0,4,NA
BN,2000,84,m,0,4,NA
BN,2001,95,m,0,4,NA
BN,2002,112,m,0,4,NA
BN,2003,121,m,0,4,NA
BN,2004,115,m,0,4,NA
BN,2005,101,m,0,4,NA
BN,2006,128,m,0,4,NA
BN,2007,136,m,0,4,0
BN,2008,132,m,0,4,0
BO,1980,NA,m,0,4,NA
BO,1981,NA,m,0,4,NA
BO,1982,NA,m,0,4,NA
BO,1983,NA,m,0,4,NA
BO,1984,NA,m,0,4,NA
BO,1985,NA,m,0,4,NA
BO,1986,NA,m,0,4,NA
BO,1987,NA,m,0,4,NA
BO,1988,NA,m,0,4,NA
BO,1989,NA,m,0,4,NA
BO,1990,NA,m,0,4,NA
BO,1991,NA,m,0,4,NA
BO,1992,NA,m,0,4,NA
BO,1993,6833,m,0,4,NA
BO,1994,6905,m,0,4,NA
BO,1995,7010,m,0,4,NA
BO,1996,6949,m,0,4,NA
BO,1997,6458,m,0,4,NA
BO,1998,6750,m,0,4,NA
BO,1999,6673,m,0,4,NA
BO,2000,6458,m,0,4,NA
BO,2001,6672,m,0,4,NA
BO,2002,6829,m,0,4,NA
BO,2003,6344,m,0,4,NA
BO,2004,6213,m,0,4,NA
BO,2005,6278,m,0,4,NA
BO,2006,5788,m,0,4,NA
BO,2007,5686,m,0,4,NA
BO,2008,6048,m,0,4,NA
BR,1980,NA,m,0,4,NA
BR,1981,NA,m,0,4,NA
BR,1982,NA,m,0,4,NA
BR,1983,NA,m,0,4,NA
BR,1984,NA,m,0,4,NA
BR,1985,NA,m,0,4,NA
BR,1986,NA,m,0,4,NA
BR,1987,NA,m,0,4,NA
BR,1988,NA,m,0,4,NA
BR,1989,NA,m,0,4,NA
BR,1990,NA,m,0,4,NA
BR,1991,NA,m,0,4,NA
BR,1992,NA,m,0,4,NA
BR,1994,39167,m,0,4,NA
BR,1995,45650,m,0,4,NA
BR,1996,44503,m,0,4,NA
BR,1997,43490,m,0,4,NA
BR,1998,43554,m,0,4,NA
BR,1999,41619,m,0,4,NA
BR,2000,41186,m,0,4,NA
BR,2001,38478,m,0,4,NA
BR,2002,41371,m,0,4,NA
BR,2003,39938,m,0,4,NA
BR,2004,42881,m,0,4,NA
BR,2005,42093,m,0,4,NA
BR,2006,41117,m,0,4,136
BR,2007,38444,m,0,4,175
BR,2008,37697,m,0,4,115
BS,1980,NA,m,0,4,NA
BS,1981,NA,m,0,4,NA
BS,1982,NA,m,0,4,NA
BS,1983,NA,m,0,4,NA
BS,1984,NA,m,0,4,NA
BS,1985,NA,m,0,4,NA
BS,1986,NA,m,0,4,NA
BS,1987,NA,m,0,4,NA
BS,1988,NA,m,0,4,NA
BS,1989,NA,m,0,4,NA
BS,1990,NA,m,0,4,NA
BS,1991,NA,m,0,4,NA
BS,1992,NA,m,0,4,NA
BS,1993,41,m,0,4,NA
BS,1994,41,m,0,4,NA
BS,1995,38,m,0,4,NA
BS,1996,25,m,0,4,NA
BS,1997,57,m,0,4,NA
BS,1998,30,m,0,4,NA
BS,1999,37,m,0,4,NA
BS,2000,56,m,0,4,NA
BS,2001,NA,m,0,4,NA
BS,2002,32,m,0,4,NA
BS,2003,29,m,0,4,NA
BS,2004,37,m,0,4,NA
BS,2006,NA,m,0,4,NA
BS,2007,32,m,0,4,0
BS,2008,31,m,0,4,0
BT,1980,NA,m,0,4,NA
BT,1981,NA,m,0,4,NA
BT,1982,NA,m,0,4,NA
BT,1983,NA,m,0,4,NA
BT,1984,NA,m,0,4,NA
BT,1985,NA,m,0,4,NA
BT,1986,NA,m,0,4,NA
BT,1987,NA,m,0,4,NA
BT,1988,NA,m,0,4,NA
BT,1989,NA,m,0,4,NA
BT,1990,NA,m,0,4,NA
BT,1991,NA,m,0,4,NA
BT,1992,NA,m,0,4,NA
BT,1993,NA,m,0,4,NA
BT,1994,352,m,0,4,NA
BT,1995,367,m,0,4,NA
BT,1996,308,m,0,4,NA
BT,1997,284,m,0,4,NA
BT,1998,270,m,0,4,NA
BT,1999,315,m,0,4,NA
BT,2000,347,m,0,4,NA
BT,2001,359,m,0,4,NA
BT,2002,364,m,0,4,NA
BT,2003,360,m,0,4,NA
BT,2004,356,m,0,4,NA
BT,2005,308,m,0,4,NA
BT,2006,312,m,0,4,NA
BT,2007,328,m,0,4,NA
BT,2008,351,m,0,4,NA
BW,1980,NA,m,0,4,NA
BW,1981,NA,m,0,4,NA
BW,1982,NA,m,0,4,NA
