user_id,gender,service,age,country
439,male,normal,52,UK
440,female,normal,25,JP
441,male,golden,44,UK
442,female,golden,45,US
443,male,normal,42,US
444,male,normal,31,TW
445,male,golden,37,JP
446,male,normal,49,US
447,female,golden,47,BR
448,female,premium,23,US
449,female,premium,53,US
450,male,golden,22,US
451,male,golden,22,US
452,female,normal,16,US
453,female,golden,44,US
454,male,normal,16,UK
455,female,premium,40,US
456,male,normal,40,US
457,female,golden,46,US
458,male,golden,28,UK
459,male,golden,41,US
460,male,golden,22,US
461,female,normal,25,BR
462,female,golden,20,US
463,female,normal,15,US
464,female,golden,25,UK
465,male,golden,32,UK
466,female,golden,27,BR
467,male,golden,15,US
468,male,normal,19,US
469,male,normal,29,US
470,male,normal,41,US
471,female,golden,14,US
472,female,normal,45,JP
473,male,normal,17,US
474,male,golden,36,US
475,male,golden,16,US
476,male,golden,17,US
477,male,golden,44,US
478,male,premium,50,JP
479,male,golden,33,US
480,female,normal,16,US
481,female,golden,21,UK
482,male,golden,48,US
483,female,normal,39,US
484,male,golden,47,US
485,female,golden,18,TW
486,female,golden,50,US
487,male,golden,23,US
488,male,golden,42,UK
489,female,normal,48,UK
490,male,golden,43,US
491,male,golden,41,US
492,male,golden,29,US
493,male,premium,45,UK
494,female,normal,26,US
495,male,golden,44,US
496,female,golden,47,US
497,male,golden,21,US
498,male,normal,32,US
499,female,golden,26,US
500,female,golden,20,US
501,female,golden,26,US
502,female,normal,19,US
503,female,golden,35,UK
504,female,golden,31,US
505,male,golden,38,US
506,male,golden,32,US
507,male,golden,16,UK
508,male,normal,20,US
509,female,golden,16,US
510,male,normal,29,TW
511,male,premium,45,JP
512,male,golden,17,US
513,male,golden,17,US
514,male,premium,17,JP
515,male,golden,38,US
516,female,golden,21,TW
517,male,normal,34,US
518,female,normal,29,BR
519,female,golden,17,BR
520,male,normal,52,US
521,female,normal,46,US
522,male,premium,47,US
523,male,golden,40,US
524,male,golden,45,US
525,female,golden,16,US
526,male,normal,27,US
527,female,golden,18,US
528,male,golden,28,US
529,male,premium,45,UK
530,female,golden,36,US
531,male,golden,48,US
532,male,golden,46,US
533,female,normal,36,US
534,female,normal,20,US
535,female,normal,21,US
536,female,normal,20,US
537,male,golden,51,US
538,female,golden,53,US
539,male,normal,25,US
540,female,golden,36,US
541,male,normal,46,US
542,female,golden,21,US
543,male,golden,48,US
544,female,premium,30,US
545,female,golden,45,UK
546,female,golden,36,US
547,male,golden,50,US
548,female,normal,46,US
549,female,normal,32,UK
550,male,golden,23,UK
551,female,golden,48,US
552,female,normal,15,US
553,female,premium,24,UK
554,female,premium,29,JP
555,male,normal,31,JP
556,male,golden,26,JP
557,female,golden,47,UK
558,male,golden,23,US
559,female,golden,44,US
560,female,premium,39,US
561,male,premium,20,BR
562,male,golden,28,US
563,male,golden,41,US
564,female,golden,25,US
565,female,premium,28,US
566,female,golden,40,US
567,male,golden,48,US
568,female,premium,26,TW
569,male,golden,29,US
570,female,golden,34,US
571,male,golden,44,US
572,female,premium,43,JP
573,female,golden,37,US
574,male,premium,24,JP
575,female,golden,15,JP
576,female,normal,48,US
577,male,normal,15,US
578,male,golden,48,UK
579,male,golden,19,US
580,female,normal,26,US
581,female,premium,41,TW
582,male,premium,39,UK
583,male,premium,38,JP
584,male,golden,47,UK
585,male,golden,36,US
586,female,golden,32,US
587,female,premium,46,JP
588,female,normal,34,UK
589,male,premium,32,US
590,male,golden,52,UK
591,female,premium,51,US
592,male,golden,51,US
593,male,golden,23,UK
594,male,normal,37,UK
595,female,golden,46,US
596,female,golden,18,UK
597,female,golden,27,US
598,male,normal,30,TW
599,male,normal,20,US
600,male,normal,37,TW
601,female,normal,50,US
602,female,golden,17,US
603,female,normal,19,US
604,male,normal,44,UK
605,female,premium,34,UK
606,female,golden,27,US
607,female,normal,46,US
608,female,golden,34,US
609,male,normal,24,US
610,male,normal,26,UK
611,male,normal,14,US
612,male,golden,16,US
613,female,normal,33,US
614,female,normal,45,US
615,male,golden,25,UK
616,male,normal,18,BR
617,female,golden,31,UK
618,female,normal,28,US
619,female,premium,27,US
620,female,golden,26,US
621,female,premium,23,US
622,female,golden,52,US
623,female,normal,40,UK
624,male,golden,41,US
625,female,golden,41,UK
626,female,normal,30,US
627,male,golden,45,US
628,female,premium,17,JP
629,male,golden,32,JP
630,male,golden,30,TW
631,female,golden,17,US
632,male,premium,37,US
633,female,normal,53,JP
634,female,premium,51,US
635,female,golden,19,US
636,male,golden,23,UK
637,female,golden,33,BR
638,female,premium,51,US
639,female,normal,52,US
640,female,premium,37,BR
641,female,premium,30,US
642,female,golden,40,UK
643,male,normal,23,TW
644,male,premium,30,US
645,female,premium,33,JP
646,male,normal,14,US
647,female,golden,19,US
648,male,normal,42,TW
649,male,premium,38,US
650,male,golden,25,UK
651,male,golden,43,US
652,male,premium,27,US
653,female,golden,25,UK
654,male,premium,48,BR
655,female,premium,49,US
656,male,premium,48,JP
657,male,golden,45,US
658,male,normal,35,US
659,female,golden,16,JP
660,male,normal,48,JP
661,female,normal,27,US
662,female,premium,31,JP
663,male,golden,52,US
664,male,premium,47,BR
665,male,normal,51,UK
666,male,golden,36,US
667,female,golden,48,TW
668,male,normal,15,US
669,male,golden,33,US
670,male,normal,34,TW
671,female,golden,27,US
672,male,premium,41,US
673,female,golden,46,US
674,male,golden,29,UK
675,male,golden,50,US
676,female,normal,48,UK
677,male,golden,53,UK
678,female,golden,46,US
679,female,normal,44,UK
680,male,premium,39,JP
681,male,normal,28,UK
682,female,golden,50,US
683,female,normal,52,US
684,male,normal,38,US
685,male,golden,17,US
686,female,golden,37,UK
687,male,golden,31,US
688,female,normal,23,US
689,female,golden,31,US
690,female,golden,29,UK
691,male,normal,14,UK
692,male,premium,43,UK
693,female,golden,16,US
694,female,golden,48,BR
695,male,golden,25,US
696,female,premium,36,BR
697,male,golden,29,UK
698,female,golden,29,BR
699,female,normal,36,US
700,female,golden,46,US
701,female,normal,45,US
702,male,golden,48,US
703,male,premium,22,UK
704,female,golden,40,UK
705,female,premium,21,UK
706,female,golden,18,US
707,female,golden,22,JP
708,male,normal,52,US
709,female,premium,35,BR
710,male,golden,22,JP
711,female,golden,32,US
712,female,normal,21,US
713,male,golden,23,UK
714,female,golden,19,UK
715,female,golden,25,JP
716,male,normal,50,BR
717,female,golden,52,US
718,male,normal,20,US
719,female,premium,25,US
720,male,premium,24,JP
721,female,normal,28,US
722,female,golden,21,US
723,male,golden,41,BR
724,male,golden,20,US
725,male,golden,14,UK
726,male,golden,40,US
727,female,golden,36,US
728,female,normal,20,UK
729,female,golden,32,US
730,male,golden,47,UK
731,female,golden,39,US
732,female,premium,26,TW
733,male,premium,24,UK
734,female,golden,20,US
735,female,golden,50,UK
736,male,normal,41,UK
737,female,golden,40,US
738,male,golden,25,US
739,female,premium,46,JP
740,male,premium,40,JP
741,female,golden,29,US
742,female,golden,27,US
743,female,golden,43,US
744,female,normal,17,US
745,male,golden,40,US
746,female,normal,25,US
747,female,golden,20,JP
748,female,golden,29,US
749,female,golden,41,UK
750,male,normal,31,US
751,male,premium,18,BR
752,male,normal,24,JP
753,male,premium,51,US
754,female,premium,24,TW
755,male,normal,46,US
756,female,golden,50,JP
757,male,normal,34,US
758,male,normal,21,US
759,female,normal,49,US
760,male,golden,33,BR
761,male,normal,32,US
762,male,golden,40,JP
763,male,normal,37,US
764,male,golden,43,US
765,female,golden,34,US
766,female,golden,33,UK
767,female,golden,50,US
768,male,golden,22,UK
769,male,golden,29,US
770,female,premium,15,BR
771,male,golden,51,US
772,female,normal,52,US
773,female,golden,44,US
774,male,normal,41,US
775,female,golden,52,US
776,female,golden,19,US
777,female,golden,46,US
778,female,golden,35,TW
779,female,golden,20,UK
780,male,golden,35,US
781,female,golden,48,US
782,female,golden,26,US
783,female,normal,43,US
784,female,golden,48,UK
785,female,normal,31,UK
786,male,golden,18,US
787,female,golden,30,US
788,male,golden,28,UK
789,female,golden,33,US
790,female,golden,37,US
791,male,golden,53,JP
792,male,golden,40,BR
793,male,golden,38,US
794,male,normal,41,US
795,female,golden,24,US
796,female,normal,26,UK
797,female,golden,46,US
798,male,golden,47,US
799,female,golden,17,US
800,female,golden,30,US
801,female,golden,14,BR
802,female,golden,31,US
803,male,golden,46,US
804,female,golden,43,US
805,female,golden,52,UK
806,female,golden,47,US
807,female,golden,34,UK
808,male,golden,51,UK
809,male,golden,24,BR
810,female,normal,19,US
811,female,golden,36,UK
812,female,premium,53,US
813,female,golden,22,UK
814,female,golden,44,US
815,female,golden,20,UK
816,male,normal,47,US
817,male,normal,28,US
818,female,normal,36,US
819,female,normal,37,UK
820,male,normal,38,JP
821,male,premium,39,UK
822,male,golden,51,US
823,male,premium,52,US
824,male,premium,24,BR
825,female,golden,27,JP
826,female,normal,24,US
827,female,normal,17,US
828,female,golden,25,US
829,male,normal,15,BR
830,male,golden,25,JP
831,female,normal,35,UK
832,female,normal,22,UK
833,female,golden,27,JP
834,male,normal,45,UK
835,male,golden,44,US
836,female,normal,33,US
837,male,premium,26,BR
838,female,premium,19,TW
839,male,golden,50,JP
840,female,golden,29,JP
841,male,golden,42,US
842,male,golden,48,UK
843,male,golden,39,UK
844,female,golden,16,US
845,female,premium,50,US
846,male,premium,28,US
847,female,golden,31,JP
848,male,premium,53,BR
849,female,golden,18,TW
850,female,golden,15,US
851,male,premium,44,US
852,male,golden,32,BR
853,male,golden,21,US
854,male,normal,21,UK
855,female,normal,37,UK
856,male,golden,50,UK
857,male,premium,52,JP
858,male,golden,14,US
859,female,normal,47,UK
860,female,golden,49,UK
861,female,premium,29,BR
862,female,normal,38,UK
863,male,golden,32,US
864,female,normal,30,UK
865,female,golden,31,US
866,male,golden,23,US
867,female,golden,47,UK
868,female,golden,43,UK
869,male,normal,40,UK
870,male,normal,38,US
871,male,golden,41,US
872,male,golden,17,UK
873,female,golden,39,UK
874,female,golden,26,US
875,female,golden,47,US
876,male,normal,50,US
877,male,golden,33,US
878,male,golden,38,US
879,male,golden,48,JP
880,male,golden,43,UK
881,male,normal,41,US
882,female,golden,23,US
883,male,golden,40,US
884,male,golden,32,US
885,female,golden,26,US
886,female,normal,50,JP
887,male,normal,18,US
888,female,golden,15,UK
889,female,golden,53,US
890,female,golden,30,UK
891,male,golden,51,TW
892,female,golden,15,US
893,female,normal,29,US
894,male,premium,46,JP
895,male,normal,37,UK
896,male,normal,14,US
897,female,normal,27,US
898,male,normal,41,US
899,male,premium,39,US
900,female,golden,25,US
901,male,golden,16,UK
902,female,normal,45,US
903,male,normal,37,UK
904,female,golden,24,UK
905,male,golden,27,US
906,female,golden,15,US
907,male,golden,49,US
908,female,golden,40,UK
909,male,golden,49,US
910,female,golden,20,UK
911,female,golden,34,US
912,male,premium,35,US
913,female,normal,37,US
914,female,premium,35,US
915,male,normal,20,US
916,male,golden,17,US
917,male,normal,38,US
918,female,normal,18,TW
919,male,golden,20,US
920,female,golden,40,JP
921,female,premium,25,UK
922,female,premium,36,US
923,male,golden,38,US
924,female,premium,28,BR
925,male,golden,25,TW
926,male,golden,53,US
927,female,golden,17,US
928,female,golden,18,UK
929,male,normal,44,BR
930,male,premium,50,UK
931,male,premium,32,JP
932,female,premium,37,US
933,female,golden,30,US
934,female,premium,22,JP
935,female,premium,39,BR
936,female,golden,38,UK
937,male,normal,20,US
938,female,golden,42,US
939,male,premium,18,BR
940,female,normal,53,US
941,female,golden,18,BR
942,male,golden,22,US
943,female,golden,35,US
944,female,normal,18,UK
945,female,normal,19,US
946,female,normal,45,UK
947,male,premium,18,US
948,male,golden,36,US
949,female,golden,32,US
950,male,golden,33,UK
951,male,golden,30,UK
952,female,normal,28,US
953,female,normal,51,US
954,male,golden,20,US
955,male,normal,37,US
956,male,golden,47,US
957,male,normal,27,US
958,female,golden,27,US
959,female,normal,46,US
960,female,premium,27,TW
961,male,premium,48,US
962,female,premium,27,US
963,female,premium,26,US
964,male,premium,17,UK
965,female,golden,53,US
966,male,golden,26,US
967,male,normal,15,US
968,female,golden,15,US
969,female,golden,45,US
970,female,golden,53,UK
971,male,golden,26,US
972,female,golden,30,UK
973,male,golden,24,US
974,male,golden,50,US
975,female,normal,17,US
976,female,golden,51,UK
977,male,golden,47,US
978,female,normal,16,US
979,female,premium,47,US
980,female,golden,38,US
981,female,golden,35,US
982,female,golden,19,US
983,female,premium,43,UK
984,male,normal,23,UK
985,male,golden,14,UK
986,male,golden,23,US
987,female,golden,30,US
988,male,normal,27,TW
989,male,golden,29,UK
990,female,golden,25,US
991,female,golden,52,US
992,female,golden,29,UK
993,female,premium,37,US
994,male,normal,53,UK
995,female,golden,17,US
996,female,golden,46,UK
997,female,normal,19,US
998,female,premium,15,US
999,male,premium,28,US
1000,female,golden,31,UK
1001,male,normal,24,TW
1002,female,premium,36,JP
1003,female,normal,45,JP
1004,female,golden,46,US
1005,female,golden,36,JP
1006,female,premium,15,US
1007,male,premium,44,UK
1008,male,golden,37,US
1009,male,golden,32,US
1010,male,normal,44,US
1011,female,golden,25,UK
1012,female,premium,38,UK
1013,male,normal,39,JP
1014,female,normal,30,US
1015,male,golden,34,US
1016,male,golden,49,UK
1017,male,golden,21,US
1018,male,premium,35,TW
1019,female,golden,31,US
1020,female,golden,25,US
1021,female,premium,17,JP
1022,female,normal,16,US
1023,female,golden,42,US
1024,male,normal,29,US
1025,male,golden,29,JP
1026,male,premium,25,US
1027,male,premium,41,BR
1028,male,normal,22,UK
1029,male,golden,30,UK
1030,male,normal,30,UK
1031,female,golden,14,US
1032,female,premium,29,JP
1033,male,normal,17,UK
1034,female,premium,23,TW
1035,male,premium,22,US
1036,female,golden,49,US
1037,male,golden,33,US
1038,female,golden,25,US
1039,male,golden,31,BR
1040,male,golden,43,BR
1041,male,golden,38,US
1042,female,normal,25,US
1043,female,golden,26,US
1044,male,golden,45,UK
1045,female,normal,21,US
1046,male,golden,28,US
1047,female,golden,27,UK
1048,female,premium,46,JP
1049,male,golden,47,UK
1050,female,normal,52,US
1051,female,golden,48,US
1052,male,normal,36,US
1053,female,normal,45,US
1054,male,normal,20,US
1055,female,golden,18,US
1056,female,normal,26,BR
1057,female,normal,41,US
1058,male,normal,25,US
1059,male,golden,46,US
1060,female,golden,47,US
1061,male,golden,23,US
1062,male,golden,41,UK
1063,female,premium,42,JP
1064,male,normal,53,US
1065,male,golden,14,US
1066,female,golden,16,UK
1067,male,golden,53,US
1068,male,golden,14,US
1069,male,normal,36,US
1070,male,golden,27,UK
1071,male,golden,22,US
1072,female,golden,47,TW
1073,female,normal,27,UK
1074,male,golden,40,US
1075,female,premium,42,JP
1076,male,normal,14,UK
1077,female,golden,17,UK
1078,male,golden,41,US
1079,male,golden,49,US
1080,female,golden,52,US
1081,male,golden,31,US
1082,female,golden,28,US
1083,female,golden,27,US
1084,female,golden,44,US
1085,female,golden,48,US
1086,male,premium,34,US
1087,male,golden,48,US
1088,female,golden,32,UK
1089,male,normal,21,UK
1090,female,golden,22,US
1091,female,premium,37,JP
1092,male,normal,32,US
1093,female,normal,53,US
1094,female,premium,36,US
1095,male,golden,26,TW
1096,female,golden,46,US
1097,male,normal,46,US
1098,female,golden,31,US
1099,male,normal,26,US
1100,female,golden,45,US
1101,male,golden,46,US
1102,female,normal,14,US
1103,female,golden,30,BR
1104,female,premium,36,UK
1105,male,golden,40,UK
1106,female,normal,43,JP
1107,female,golden,21,US
1108,female,golden,16,UK
1109,male,premium,30,US
1110,male,normal,29,US
1111,male,premium,17,US
1112,male,golden,53,US
1113,female,normal,36,TW
1114,female,golden,45,UK
1115,male,normal,33,US
1116,male,premium,16,UK
1117,male,premium,43,UK
1118,male,normal,44,JP
1119,female,normal,31,UK
1120,female,normal,33,UK
1121,female,normal,17,US
1122,female,golden,32,UK
1123,female,premium,28,US
1124,male,golden,36,US
1125,male,golden,36,US
1126,female,golden,35,UK
1127,male,golden,29,US
1128,male,normal,20,US
1129,female,golden,40,US
1130,female,normal,19,US
1131,male,golden,43,UK
1132,male,golden,24,BR
1133,male,golden,14,US
1134,male,golden,40,BR
1135,female,premium,43,US
1136,female,golden,37,UK
1137,female,normal,28,US
1138,female,golden,43,US
1139,male,golden,18,US
1140,male,golden,23,US
1141,male,golden,49,UK
1142,female,golden,31,US
1143,female,golden,29,UK
1144,male,normal,39,US
1145,female,premium,29,JP
1146,female,golden,28,US
1147,female,normal,19,UK
1148,male,premium,40,US
1149,male,premium,19,US
1150,male,normal,14,US
1151,female,golden,19,US
1152,male,normal,29,UK
1153,male,normal,37,UK
1154,male,golden,33,JP
1155,female,normal,26,US
1156,female,golden,26,US
1157,male,golden,32,BR
1158,male,normal,31,US
1159,male,golden,44,US
1160,female,golden,33,US
1161,male,premium,34,US
1162,male,golden,53,BR
1163,female,golden,41,US
1164,female,premium,25,JP
1165,female,golden,39,UK
1166,male,normal,27,US
1167,female,golden,46,UK
1168,male,golden,20,US
1169,female,golden,37,US
1170,male,premium,39,JP
1171,male,golden,21,US
1172,male,premium,21,TW
1173,male,premium,14,UK
1174,male,golden,17,US
1175,male,normal,22,US
1176,male,premium,33,JP
1177,female,golden,23,US
1178,male,golden,31,US
1179,female,golden,52,US
1180,female,normal,51,US
1181,female,golden,18,UK
1182,female,normal,20,UK
1183,male,normal,16,UK
1184,female,golden,42,US
1185,female,golden,17,US
1186,male,normal,22,US
1187,female,normal,17,US
1188,male,premium,52,TW
1189,male,premium,42,US
1190,female,normal,38,US
1191,male,premium,37,US
1192,female,premium,23,US
1193,male,normal,17,UK
1194,female,normal,33,US
1195,male,normal,44,US
1196,male,normal,30,TW
1197,male,golden,18,US
1198,male,golden,27,US
1199,male,golden,49,US
1200,female,golden,31,US
1201,male,premium,21,US
1202,male,normal,32,US
1203,male,normal,46,US
1204,female,golden,47,US
1205,female,normal,26,US
1206,female,normal,36,US
1207,female,golden,50,US
